CNPJ,IVA
51220522000130,ZZ
56940434000126,S0
20257981000164,S0
05639032000317,ZZ
27287070000129,ZZ
04306284000108,ZZ
04740876000125,S0
22687094000151,S0
07720240000100,ZZ
02717445000112,ZZ
60765823000130,S0
11102029000109,ZZ
39860189000128,ZZ
47232185000123,S0
52704921000139,ZZ
00701839000157,ZZ
46779032000138,ZZ
11303967000169,ZZ
62610157000196,ZZ
10416729000105,S0
55169747000160,S0
29996262000130,ZZ
36964935000135,ZZ
41567450000148,S0
42160812000144,ZZ
03496858000187,ZZ
65052753000196,S0
09461647000195,S0
60619202004992,S0
46937813000103,ZZ
65079662000144,ZZ
06272575005370,ZZ
04506592000179,ZZ
07098450000108,S0
00995353000179,ZZ
36577947000107,ZZ
65464472000140,ZZ
33362236000127,ZZ
17284393000105,S0
30423533000147,S0
26347116000276,ZZ
24665354000113,S0
14417648000172,ZZ
22504519000140,ZZ
39708133000152,S0
73302879000108,ZZ
64577200000194,ZZ
34409656001237,ZZ
04069709000102,S0
11105408000144,S0
54089298000187,ZZ
42777456000102,ZZ
66540898000107,ZZ
60397874000156,S0
09539695000159,ZZ
38054508000145,ZZ
61984138000167,ZZ
59207564000142,ZZ
24928103000184,ZZ
62551978000107,ZZ
36947211000183,ZZ
24714410000162,ZZ
22626466000130,S0
23539040000101,ZZ
10542126000141,S0
05554900000102,ZZ
63694200000101,ZZ
51201198000102,ZZ
28287705000150,ZZ
38151996000109,ZZ
46882910000146,ZZ
53181847000186,ZZ
00603542000230,ZZ
01645409000390,S0
10859373000176,ZZ
23551398000150,S0
05125556000128,ZZ
44041955000162,ZZ
21918040000197,ZZ
29511607000118,ZZ
18216781000111,ZZ
22024005000197,ZZ
45242796000127,S0
01618030000129,ZZ
80680093000181,ZZ
42886119000153,S0
46115394000124,ZZ
53362764000193,ZZ
37313540000135,ZZ
26137480000120,ZZ
60860087019894,ZZ
60915344000152,S0
07254376000171,ZZ
58690015000109,S0
10769033000154,S0
21045717000120,S0
07041060000100,ZZ
33583592004834,S0
23871225000119,S0
07426902000133,S0
25404225000134,ZZ
52973892000100,ZZ
26022740000112,ZZ
20740758000173,S0
05439459000100,S0
32213442000102,ZZ
05399512000196,S0
20827054000132,ZZ
45436757000160,ZZ
07210733000108,ZZ
90347840000622,ZZ
35138058000180,ZZ
13479114000108,ZZ
43732640000107,ZZ
01380327000107,ZZ
32631890000126,ZZ
34351521000105,S0
18435692000166,S0
00398644000180,ZZ
33504338000130,ZZ
01720259000170,S0
19715084000178,ZZ
07413922000170,S0
62944740000133,ZZ
03656766000389,S0
01640262000183,S0
62970317000108,S0
00486423000163,ZZ
23606856000100,ZZ
53420780000195,ZZ
26947346000195,ZZ
24508713000129,ZZ
21340004000199,S0
54176709000171,ZZ
00306597002817,ZZ
62817206000166,ZZ
23254143000125,ZZ
33601928000180,ZZ
33130662000135,ZZ
50424689000150,ZZ
22383564000193,ZZ
17213119000145,ZZ
45611228000156,ZZ
63187048000170,ZZ
07910731000113,ZZ
64968916000112,S0
49760313000137,ZZ
30493156000112,ZZ
32843650000195,ZZ
53480854000189,ZZ
16737977000126,S0
63442824000131,S0
41048585000105,ZZ
06374127000157,ZZ
65100259000150,ZZ
58564281000195,ZZ
54065370000489,ZZ
55972342000165,ZZ
58215719000120,ZZ
60127637000175,ZZ
04359117000117,S0
53973117000118,S0
33523226000126,S0
43843358000350,S0
58223755000135,S0
30866048000148,ZZ
61234883000199,ZZ
46157208000110,ZZ
21317279000101,S0
65074663000104,ZZ
37914101000188,ZZ
48885253000116,ZZ
52992314000200,ZZ
53708198000129,ZZ
34697997000100,ZZ
15165588000100,S0
32522662000118,S0
23770422000141,ZZ
00937476000153,ZZ
04485521000218,ZZ
26480160000179,ZZ
00680966000117,ZZ
58422256000177,ZZ
54559725000143,ZZ
01950338000177,ZZ
53605328000106,ZZ
03243617000126,S0
14743560000140,ZZ
58295213002383,S0
34309987000142,S0
29783013000166,S0
33484007000185,ZZ
07441158000146,S0
21270706000143,ZZ
58084996000140,ZZ
23806443000170,ZZ
23518140000151,ZZ
34563057000110,ZZ
27697996000192,ZZ
40140754000161,ZZ
46216410000175,ZZ
51308819000151,ZZ
23871435000107,ZZ
06028137000483,S0
17731533000146,ZZ
37115615000173,ZZ
22269979000130,ZZ
57237247000143,ZZ
60225957000168,ZZ
38597234000130,ZZ
53245170000283,ZZ
10470681000105,ZZ
62173620009306,ZZ
44156756000108,ZZ
30181816000120,S0
17968797000118,ZZ
55798975000107,ZZ
36563865000103,ZZ
17947386000146,ZZ
62144523000169,ZZ
42920299000142,ZZ
10494766000123,ZZ
18295175000139,ZZ
02796184000173,ZZ
10909624000180,ZZ
29953305000108,ZZ
46229188000145,ZZ
43944406000135,ZZ
60796694000147,ZZ
40982474000109,ZZ
53379213000132,ZZ
08366040000163,ZZ
03864631000147,ZZ
36816094000119,ZZ
27415911000136,S0
13938145000180,ZZ
50277375000171,ZZ
00233883000180,S0
32738240000184,ZZ
24554371000183,ZZ
48291270000125,ZZ
10284888000195,ZZ
37992740000161,ZZ
05700230000187,ZZ
44660881000142,ZZ
59044427000134,S0
50601326000142,ZZ
07195028000170,ZZ
58796921000192,S0
07499937000100,ZZ
02222674000166,ZZ
24534871000153,ZZ
46803795000177,ZZ
46938181000100,ZZ
22138437000129,ZZ
46085923000194,ZZ
56746096000196,S0
54531763000198,ZZ
47253132000199,ZZ
15202601000154,ZZ
37024520000144,ZZ
21356202000140,ZZ
01720242000112,ZZ
61185922000105,S0
01064507000171,ZZ
37936012000132,S0
32917932000190,ZZ
33164227000121,S0
45114076000186,ZZ
26462804000104,ZZ
54880213000184,ZZ
13156651000117,ZZ
02990666000160,ZZ
46492009000168,ZZ
54035314000159,S0
36119800000173,S0
26107689000141,ZZ
37149461000130,S0
30806430000166,ZZ
24195314000155,ZZ
49119033000144,ZZ
50739145000187,ZZ
17919825000107,ZZ
29724995000115,ZZ
60080857000190,ZZ
45317555000108,ZZ
33841356000107,ZZ
57688078000168,ZZ
28899353000194,ZZ
24765900000198,ZZ
61427833000128,ZZ
34140123000140,ZZ
45913392000118,ZZ
24383063000132,ZZ
48439776000139,S0
17877244000150,ZZ
04238160000396,S0
36609647000162,S0
31030089000162,ZZ
12967750000116,ZZ
55047102000154,ZZ
50421611000181,ZZ
29590431000137,S0
22940695000205,ZZ
43422384000143,ZZ
03688583000183,ZZ
04868115000153,ZZ
49183103000123,ZZ
60064610000180,ZZ
61245998000189,S0
24743550000169,ZZ
53958984000184,ZZ
49652895000138,ZZ
48637247000140,ZZ
72602071000175,ZZ
21975267000174,ZZ
44275602000127,ZZ
01691458000105,ZZ
27568784000105,ZZ
53241117000123,ZZ
22752808000168,ZZ
24287110000144,ZZ
20712156000102,ZZ
06219707000170,S0
51221360000154,ZZ
61438197000130,ZZ
46248343000170,ZZ
57206323000153,ZZ
67535757000150,S0
44491692000193,S0
35081129000156,S0
23551213000107,ZZ
49134821000100,ZZ
55130818000110,ZZ
50506928000110,ZZ
32517813000140,ZZ
59147339000168,ZZ
43421264000121,S0
05743288000108,S0
58660932000140,ZZ
01720382000190,ZZ
49112084000144,S0
25178814000141,ZZ
50905104000113,S0
31165849000149,ZZ
53337191000148,ZZ
50602899000190,ZZ
02958872000192,ZZ
36355777000116,ZZ
05872814001373,S0
53073728000100,ZZ
19229318000177,S0
28803940000138,ZZ
51364397000131,ZZ
52787745000146,ZZ
23053266000106,ZZ
36228041000187,ZZ
46276301000143,ZZ
30748931000133,S0
54786812000133,ZZ
19251315000130,S0
38118490000106,S0
30304107000194,S0
13131591000188,ZZ
46221575000135,ZZ
60974385000110,S0
48019526000140,ZZ
34336648000155,ZZ
07024443000161,ZZ
45925014000154,ZZ
56941571000185,ZZ
55718842000175,ZZ
17704522000177,ZZ
11445506000120,ZZ
32125203000109,ZZ
11898218000121,ZZ
48536571000171,ZZ
58484412000124,ZZ
30298746000194,ZZ
41324667000127,ZZ
44550585000199,ZZ
42642616000106,ZZ
28039258000110,ZZ
59353959000153,ZZ
41326098000159,ZZ
41604401000138,ZZ
56301557000117,ZZ
18467828000110,ZZ
40225366000183,ZZ
07653265000138,ZZ
11702316000141,ZZ
35900533000104,ZZ
27949964000137,ZZ
42735484000167,S0
49074240000120,ZZ
54431763000116,ZZ
27270805000101,ZZ
48949029000140,ZZ
47329454000174,ZZ
60252155000147,ZZ
46737855000109,ZZ
44641724000190,ZZ
54446810000103,S0
03636919000164,ZZ
05357880000171,ZZ
36782074000174,ZZ
53635781000157,ZZ
44622721000109,ZZ
37075902000105,S0
49585807000122,ZZ
45417427000128,ZZ
03954875000110,ZZ
12140402000170,ZZ
45578365000136,ZZ
14599193000153,ZZ
