CNPJ,IVA
63249686000179,ZZ
28773575000166,ZZ
04291961000153,ZZ
03503009000103,ZZ
36767472000111,ZZ
39402848000182,ZZ
46070286000182,ZZ
54493429000197,ZZ
28211703000188,ZZ
36314103000173,ZZ
59859718000180,ZZ
47367199000154,ZZ
40183038000161,ZZ
56073934000108,ZZ
25043637000196,S0
35558989000138,ZZ
52764151000110,ZZ
35692204000115,ZZ
57549629000102,ZZ
59318511000107,ZZ
61600839000155,S0
27186216000140,ZZ
38453134000130,ZZ
50823838000153,ZZ
52510114000185,ZZ
18823077000127,ZZ
04069709000102,S0
53851211000102,ZZ
48942873000140,ZZ
56345802000198,ZZ
40972802000188,ZZ
56185590000129,ZZ
38437467000176,ZZ
45521558000150,ZZ
53689073000107,ZZ
38658716000153,ZZ
45021633000114,ZZ
29973933000147,ZZ
34347183000138,ZZ
25288370000105,ZZ
25422900000158,ZZ
49024552000129,S0
60509239000709,S0
50186800000117,ZZ
60354078000136,ZZ
63987936000178,ZZ
49825548000160,ZZ
24337554000147,ZZ
01176973000149,ZZ
42452444000108,ZZ
41409730000128,ZZ
58680098000155,ZZ
47040149000168,ZZ
58863569000160,ZZ
49390658000146,ZZ
57127232000122,ZZ
12883959000100,ZZ
27572945000134,ZZ
63514933000117,ZZ
58579026000116,ZZ
61777347000130,ZZ
38326032000154,ZZ
55716152000187,ZZ
31564352000101,ZZ
26897292000109,ZZ
52155048000172,ZZ
61707299000103,ZZ
39981884000148,ZZ
73302879000108,ZZ
66080914000118,ZZ
59353438000104,ZZ
55899092000185,ZZ
60324826000138,ZZ
51561052000178,S0
57486694000136,ZZ
46932874000188,S0
30462205000150,ZZ
32494340000102,ZZ
57828217000101,S0
00449824000143,S0
37443074000102,ZZ
54835184000139,ZZ
14147098000380,ZZ
22626466000130,S0
43732640000107,ZZ
10542126000141,S0
28287705000150,ZZ
44041955000162,S0
54089298000187,S0
05554900000102,ZZ
24714410000162,S0
22024005000197,S0
18238971000130,ZZ
11549807000102,ZZ
06028137000483,ZZ
10859373000176,ZZ
11102029000109,ZZ
10701420000159,ZZ
06990590000123,S0
58690015000109,S0
37738195000181,ZZ
37905444000186,S0
80680093000181,ZZ
53362764000193,S0
46115394000124,S0
03994925000193,ZZ
52973892000100,ZZ
01618030000129,ZZ
21918040000197,ZZ
48286392000123,S0
01645409000390,S0
10769033000154,S0
60860087004277,ZZ
21614200000104,ZZ
21045717000120,S0
26022740000112,S0
05439459000100,S0
20740758000173,S0
21708780000107,ZZ
19667208000197,ZZ
30110501000191,ZZ
05399512000196,S0
33372251010038,ZZ
92753268001607,ZZ
26565273000177,ZZ
32213442000102,ZZ
07041060000100,ZZ
37790551000106,ZZ
90347840001513,ZZ
01331842000199,ZZ
36974461000102,ZZ
08184936000121,ZZ
27550842000173,ZZ
55527057000135,ZZ
09310882000166,ZZ
17004147000152,ZZ
17599041000149,S0
62173620009306,ZZ
01380327000107,ZZ
12229626000153,S0
42026289000168,ZZ
34351521000105,S0
18435692000166,S0
50593973000150,ZZ
24961633000124,ZZ
02313430000199,ZZ
47532366000175,ZZ
48790354000103,ZZ
40140754000161,S0
22035777000124,ZZ
39501975000139,ZZ
29788175000197,S0
36772851000108,ZZ
22250307000183,ZZ
66224799000108,ZZ
14936584000116,ZZ
63109336000107,ZZ
53884884000150,ZZ
65509272000167,ZZ
47551554000140,ZZ
42348484000104,ZZ
38042763000178,ZZ
42030483000117,ZZ
15571435000163,ZZ
00108558000195,ZZ
12054228000143,ZZ
20089186000104,ZZ
36756991000184,ZZ
14920631000133,ZZ
62391197000194,ZZ
56968937000100,ZZ
01165273000159,ZZ
64382367000108,ZZ
59517274000103,ZZ
05683539000106,ZZ
09606404000106,ZZ
02094801000199,ZZ
62730333000123,ZZ
38351168000114,ZZ
16104646000159,ZZ
13347016000117,S0
30948669000170,ZZ
21375925000197,ZZ
28189333000120,ZZ
14481301000199,ZZ
34697997000100,S0
10916346000198,ZZ
42905056000135,ZZ
26583240000150,ZZ
30417981000138,S0
65075234000143,ZZ
35724255000181,S0
46145057000180,ZZ
13201208000110,ZZ
61199088000107,ZZ
00603542000230,ZZ
31137434000161,ZZ
53099557000198,ZZ
60129260000193,ZZ
32541606000120,ZZ
01950338000177,ZZ
57156364000182,ZZ
23903970000100,ZZ
59945208000126,ZZ
03520074000147,ZZ
54140257000178,ZZ
03656766000389,S0
27637860000197,ZZ
07195028000170,S0
07950135000167,ZZ
10652922000218,S0
30181816000120,S0
20162091000179,ZZ
10976503000150,ZZ
51711284000165,S0
37766444000142,ZZ
54856433000172,ZZ
00970175000393,ZZ
53520902000115,S0
09067260000159,ZZ
50947670000198,ZZ
44145642000154,ZZ
18185456000139,ZZ
53273232000180,ZZ
41208197000136,ZZ
07237651000149,ZZ
29807090000109,ZZ
55692036000175,ZZ
64537146000153,S0
41742717000196,S0
01449930001161,S0
20520588000111,ZZ
01985183000104,ZZ
33691652000179,ZZ
46471763000111,ZZ
49952270000191,ZZ
04588469000144,ZZ
29922369000133,ZZ
62047775000170,ZZ
51619023000110,ZZ
54060891000109,ZZ
40128487000107,ZZ
39964121000199,ZZ
58978943000173,ZZ
61193774000170,ZZ
62606874000144,ZZ
60998717000104,ZZ
18939172000190,ZZ
05162424000176,ZZ
39357512000145,S0
46346558000124,ZZ
02577712000101,ZZ
43473801000187,S0
01640262000183,S0
45462817000110,S0
13630797000152,ZZ
63186656000160,ZZ
37398462000119,ZZ
54593194000105,S0
15080435000160,ZZ
04492508000105,ZZ
18270922000184,S0
46123239000150,S0
41995528000125,ZZ
11757522000159,ZZ
61731620000195,ZZ
44477363000198,ZZ
15534831000110,ZZ
01266063000157,ZZ
08733645000145,ZZ
26681270000107,S0
14851629000150,S0
43806259000137,S0
07213809000140,ZZ
40461135000179,ZZ
46089325000193,ZZ
54117537000165,ZZ
39929289000163,ZZ
51692011000110,ZZ
04667793000158,ZZ
62296400000143,ZZ
37829248000170,S0
08613892000108,ZZ
41423486000158,S0
37012836000116,ZZ
31709404000182,ZZ
08248062000129,ZZ
24789329000141,ZZ
07399150000169,ZZ
38928105000188,ZZ
59906940000197,ZZ
18269385000152,ZZ
52378574000100,ZZ
54156240000109,ZZ
22225541000150,ZZ
62174400000170,S0
35473014000611,S0
10905584000106,S0
55267945000166,S0
43228234000101,S0
06075854000113,ZZ
25004608000115,S0
42772705000177,ZZ
24950637000107,ZZ
11107774000132,S0
34392945000118,ZZ
59329594000121,ZZ
02926605000133,ZZ
03243617000126,S0
13021784000186,S0
23770422000141,S0
48464538000183,ZZ
02147484000121,ZZ
13156651000117,ZZ
15037542000106,ZZ
01087130000176,S0
43295425000188,ZZ
38285609000127,ZZ
52646848000196,ZZ
54766200000189,ZZ
54823600000189,S0
24762591000100,ZZ
06800398640,ZZ
38429388000113,ZZ
41567450000148,S0
58445920000101,ZZ
22368637000178,ZZ
60719913000194,S0
56954575000106,ZZ
35075289000192,ZZ
53670166000181,ZZ
16854204000120,ZZ
10444624000151,S0
62545747000182,ZZ
45873192000189,ZZ
36811494000131,ZZ
30593810000160,ZZ
54052332000149,S0
30000416000170,ZZ
29581617000120,ZZ
24879224000183,ZZ
11129002000100,ZZ
02253249000991,ZZ
28630316000186,ZZ
49112084000144,S0
30205180000109,S0
47856594000109,ZZ
46586035000155,ZZ
34092829000183,ZZ
51222524000168,ZZ
37024555000183,ZZ
34976633000151,ZZ
19837252000106,S0
16987363000100,ZZ
61259876000141,ZZ
45427016000113,ZZ
15706824000230,ZZ
53930752000118,S0
13713346000189,ZZ
01691458000105,ZZ
10461807000185,S0
26952670000100,ZZ
37457918000174,ZZ
23098102000197,ZZ
20308056000115,S0
23686643000136,ZZ
44304767000180,ZZ
37243767000151,ZZ
32920641000150,ZZ
35308475000124,S0
46361182000127,S0
59753802000115,ZZ
10677535000155,S0
19733578000185,ZZ
07958702000555,ZZ
