CNPJ,IVA
44774995000113,ZZ
45101249000121,S0
45549162000111,ZZ
45770057000108,ZZ
45882491000180,ZZ
46070137000113,ZZ
46154729000113,ZZ
46361126000192,ZZ
46435083000142,ZZ
46506860000100,ZZ
47253571000100,ZZ
47380772000160,ZZ
47431452000191,ZZ
47457140000157,S0
47569936000100,ZZ
47699817000163,S0
47726388000176,S0
47979454000110,ZZ
48161024000159,ZZ
48188263000100,ZZ
48301845000143,ZZ
48320822000186,ZZ
48334391000107,ZZ
48454225000144,ZZ
48500355000176,ZZ
48567356000138,ZZ
48606596000102,S0
48639640000172,ZZ
48691357000190,ZZ
48707288000165,ZZ
48785437000104,ZZ
48998745000118,ZZ
49128076000196,ZZ
49564437000147,ZZ
49571374000156,ZZ
50376866000170,ZZ
50959237000172,ZZ
51028756000180,ZZ
51036685000167,ZZ
51111364000180,ZZ
51144066000196,ZZ
51144743000176,ZZ
51252417000182,ZZ
51362561000171,ZZ
51427351000114,ZZ
51468128000115,ZZ
51472707000131,ZZ
51604545000148,S0
51716596000161,ZZ
51780410000133,ZZ
53122119000101,ZZ
53133713000190,ZZ
54228649000193,ZZ
54362750000132,ZZ
54687068000110,ZZ
54769726000112,ZZ
97551003000155,S0
00626207000176,S0
00939828000100,S0
01478434000164,ZZ
01751214000162,S0
02242281000114,S0
02436290000146,ZZ
02727257000175,S0
02924585000161,S0
03295329000115,ZZ
03320384000118,ZZ
04010280000170,S0
04571135000168,S0
04687197000130,ZZ
04808849000147,S0
05118207000189,S0
05266757000145,S0
05399512000196,S0
05410392000180,S0
06003355000110,ZZ
07059941000140,S0
07164625000138,S0
07798962000187,S0
08776054000155,ZZ
09001276000169,S0
09408318000180,S0
09476027000120,ZZ
10887699000107,ZZ
11400344000104,S0
11748632000154,S0
12663752000111,S0
13381721000130,S0
15186681000100,ZZ
15187379000168,S0
15427027000132,S0
16864679000105,ZZ
18022726000190,S0
19172433000152,S0
20210782000109,ZZ
20314255000136,S0
20616862000150,ZZ
21554899000164,S0
21637730000178,S0
22966110000145,ZZ
23266602000190,S0
23428040000134,ZZ
23936042000134,S0
23974904000113,S0
24226339000179,ZZ
25332456000180,S0
26734029000190,S0
26850766000159,ZZ
26909105000151,S0
26985032000187,S0
26986740000132,S0
27017167000111,ZZ
27109426000134,S0
27312388000112,S0
28392840000166,ZZ
28431575000188,S0
28810594000115,ZZ
29186133000186,ZZ
29266234000167,S0
29715965000142,ZZ
29974056000129,S0
30089257000122,ZZ
30181816000120,S0
30191799000101,ZZ
30791432000129,ZZ
30812337000164,ZZ
30827753000136,ZZ
31685840000169,ZZ
31741275000100,S0
31823586000118,ZZ
32147851000158,ZZ
32201119000119,ZZ
32394967000191,S0
32874012000131,S0
33175483000114,S0
33279588000113,ZZ
33736194000147,ZZ
33749554000145,ZZ
33866233000120,ZZ
34134194000130,ZZ
34697997000100,S0
34747934000103,ZZ
34884671000184,ZZ
34906821000103,S0
35342117000138,ZZ
35471925000103,S0
35606798000102,S0
36038990000102,ZZ
36045813000145,S0
36284126000182,ZZ
36321193000120,ZZ
36697663000154,ZZ
37415992000128,ZZ
39226181000104,ZZ
39259004000124,ZZ
39267166000104,S0
39549478000100,S0
39658977000136,ZZ
39941910000104,ZZ
39944852000172,ZZ
40348084000173,ZZ
40423272000119,ZZ
40704083000114,ZZ
40778090000160,S0
40778514000197,ZZ
41186466000100,ZZ
41837912000108,ZZ
42110033000134,ZZ
42117694000191,ZZ
42338223000103,S0
42980523000191,S0
43391877000163,S0
43433569000153,S0
43637542000182,ZZ
43904552000137,ZZ
44037916000191,ZZ
44072219000171,ZZ
44346079000182,S0
44811247000163,S0
45079413000141,ZZ
45906676000187,ZZ
45913392000118,S0
45998273000105,ZZ
46263010000110,ZZ
46453586000140,ZZ
46453711000112,ZZ
46528688000188,ZZ
46638770000165,S0
46962046000192,ZZ
47025814000144,ZZ
47438018000133,S0
48112751000126,ZZ
48220353000123,ZZ
48251822000171,S0
48315538000111,ZZ
48486339000176,ZZ
48842714000173,ZZ
48904132000174,ZZ
49451764000192,ZZ
49842082000100,ZZ
49921825000138,S0
50158623000165,ZZ
51145110000182,ZZ
51319439000112,ZZ
51464713000147,ZZ
51692604000187,ZZ
51878844000170,ZZ
52235169000124,S0
52883146000126,ZZ
53114132000100,ZZ
53617673000151,ZZ
53700057000160,ZZ
15552333000109,S0
40504340000174,ZZ
28344884000110,S0
55557090000108,S0
54152312000140,ZZ
28472546000164,S0
54585375000190,ZZ
48450952000133,ZZ
13896693000194,S0
55191801000173,ZZ
11688995000141,S0
55450585000133,ZZ
52678829000141,ZZ
54710550000123,S0
20740758000173,S0
54841647000175,ZZ
36329090000106,ZZ
47025304000177,ZZ
44743702000130,ZZ
55724667000129,S0
45869561000160,ZZ
55450040000127,ZZ
01025190000164,S0
04582075000189,S0
38049916000109,S0
55016485000101,ZZ
22198684000110,S0
32505887000166,S0
45981094000165,S0
53303702000100,ZZ
28256966000103,S0
51572043000182,S0
42965277000107,S0
57416279000106,ZZ
55567099000108,ZZ
57324752000125,ZZ
43267471000173,ZZ
54203990000194,ZZ
57473228000116,ZZ
56979885000177,ZZ
55859630000108,S0
51072115000122,ZZ
50826546000174,ZZ
55322368000168,ZZ
55261888000108,ZZ
03395868000126,ZZ
45544877000262,S0
22011515000120,S0
03395868000126,ZZ
13166345000161,ZZ
48958632000199,ZZ
57974940000107,ZZ
52576744000152,S0
58497187000160,S0
58481811000131,ZZ
56089203000150,ZZ
04970744000190,S0
03618134000169,S0
57727136000115,ZZ
52152523000157,ZZ
57386960000159,ZZ
02585515000126,S0
48868406000117,ZZ
57252276000184,ZZ
49438841000174,ZZ
42342821000156,ZZ
55438856000135,S0
28108079000198,ZZ
02211708000389,S0
08879346000113,ZZ
41903521000136,ZZ
48643459000130,ZZ
02563520000138,ZZ
02913555000150,S0
05671199000101,ZZ
17330933000140,ZZ
53928398000197,ZZ
57867693000131,ZZ
42652753000121,ZZ
03669257000129,S0
08036673000103,S0
53613897000195,ZZ
35764054000108,S0
34898046000191,S0
49199439000184,S0
20360390000118,S0
40012992000191,S0
52057814000166,ZZ
02583967000179,S0
35149454000103,ZZ
30772969000141,ZZ
43936501000197,ZZ
08863142000194,S0
51326898000123,ZZ
49139797000100,ZZ
05165129000173,S0
46258542000160,ZZ
31495750000105,S0
37212079000124,ZZ
21513135000120,ZZ
39529976000191,S0
23715403000112,S0
26679628000159,S0
28020297000176,ZZ
37376716000106,ZZ
44473657000141,ZZ
59466409000140,S0
24001614000156,S0
31084694000116,ZZ
40949469000196,ZZ
47583809000157,ZZ
04306284000108,ZZ
53855659000196,ZZ
08517301000107,ZZ
55198851000182,S0
00233883000180,S0
00603542000230,ZZ
00818578000150,ZZ
01414778000100,S0
01440590000136,S0
01449930000947,S0
01513946000114,S0
01618030000129,ZZ
01955600000176,S0
02289126000153,S0
02294127000196,ZZ
02362129000175,ZZ
02414093000126,ZZ
02535707000128,S0
02906702000164,ZZ
03283887000160,ZZ
03444489000189,ZZ
03535668000121,ZZ
03706177000104,S0
03741992000104,ZZ
03842439000150,ZZ
04069709000102,S0
04986942000141,S0
05149280000118,S0
05682285000101,S0
05805349000114,ZZ
06028137000483,S0
06075854000113,ZZ
06175892000148,S0
08673692000140,ZZ
08790208000163,ZZ
09556517000136,ZZ
09597210000183,ZZ
10542126000141,S0
10542126000494,S0
10548176000136,ZZ
10693716000175,ZZ
11033905000184,S0
11205458000101,ZZ
11637221000191,ZZ
11839076000121,ZZ
12005556000150,ZZ
12408935000190,ZZ
12934070000104,ZZ
13044281000126,ZZ
13131591000188,ZZ
13156651000117,ZZ
13280176000196,ZZ
13400607000100,ZZ
13667271000147,ZZ
13701386000100,ZZ
14085790000160,ZZ
16500273000135,S0
16692658000141,ZZ
16988597000164,ZZ
17280287000153,ZZ
17573043000169,ZZ
18031012000149,ZZ
18062101000152,ZZ
18795796000181,ZZ
18808940000177,ZZ
18947633000177,ZZ
19378769005305,ZZ
19378769023036,ZZ
19787797000147,ZZ
20057671000104,ZZ
21045717000120,S0
21586949000195,ZZ
21619776000164,ZZ
21762079000168,S0
22143795000120,ZZ
22260309000153,ZZ
22301934000104,ZZ
22626466000130,S0
22687094000151,S0
23303310000180,ZZ
23318453000166,ZZ
23639945000153,ZZ
24275939000127,ZZ
24682613000114,ZZ
25328763000197,ZZ
26031374000168,ZZ
26135678000175,ZZ
26369035000196,ZZ
26952670000100,ZZ
27065150000130,S0
27221949000178,ZZ
27604788000100,S0
27683555000131,ZZ
27784934000118,S0
29468729000179,ZZ
29567168000165,ZZ
30153811000436,ZZ
30309846000179,ZZ
30936711000133,ZZ
30949714000101,ZZ
30983420000104,ZZ
31001243000178,ZZ
31066652000152,ZZ
31274384000164,ZZ
31436620000100,ZZ
31733363000160,ZZ
32494340000102,ZZ
32894249000184,S0
33249268000110,ZZ
33250713000758,ZZ
33981867000124,ZZ
34028316001266,S0
34053378000175,ZZ
34207699000187,S0
34412388000150,ZZ
35289089000132,ZZ
35729481000155,ZZ
35834683000167,ZZ
35971738000180,ZZ
36430949000179,ZZ
36947211000183,ZZ
37175681000139,ZZ
37353027000178,ZZ
37571269000138,S0
37835877000102,ZZ
37976592000191,ZZ
38333950000100,ZZ
39799762000135,S0
39877419000161,S0
41057320000165,ZZ
41827548000197,ZZ
41938547000110,ZZ
42777456000102,ZZ
42924133000102,ZZ
43228463000118,S0
43843358000350,S0
44459571000164,ZZ
44668904000165,ZZ
45222849000148,ZZ
45554943000102,ZZ
45697008000197,ZZ
46680606000116,ZZ
46744060000110,ZZ
47283855000130,ZZ
48624491000178,ZZ
49101642000176,ZZ
49913913000198,ZZ
50300030000191,ZZ
51729813000158,ZZ
53770321000131,ZZ
54516661008005,S0
58119199000151,S0
58295213002383,ZZ
60613478000119,ZZ
60765823000130,S0
61486650049867,ZZ
61486650068144,ZZ
61562112000201,ZZ
62173620009306,ZZ
63554067000198,S0
72381189000110,ZZ
90347840001270,ZZ
00280415000166,S0
00807556000194,ZZ
00893599000130,ZZ
01157047000126,ZZ
01668663000141,ZZ
02325299000180,ZZ
02351877000152,S0
03195552000190,ZZ
03243617000126,S0
03548940000108,ZZ
03725559000177,ZZ
03792303000182,ZZ
03879169000151,ZZ
03916323000118,ZZ
04098808000104,ZZ
04124182000163,S0
04172259000170,ZZ
04315549000126,ZZ
04728050000140,ZZ
04729210000176,ZZ
04807964000105,ZZ
04821465000164,ZZ
04865542000188,ZZ
05138074000102,ZZ
05406633000118,ZZ
05461408000184,S0
05602868000185,ZZ
05634808000144,ZZ
05674518000124,ZZ
05674518000396,ZZ
05776680000153,S0
05816963000181,ZZ
06331885000198,ZZ
06990590000123,S0
07041060000100,ZZ
07306254000181,ZZ
07346882000190,ZZ
07584644000113,ZZ
07615119000118,ZZ
08009105000113,ZZ
08028659000168,S0
08155060000195,ZZ
08371186000105,ZZ
08484926000101,ZZ
08720960000138,ZZ
08877066000176,ZZ
08961980000109,ZZ
09364389000129,ZZ
09452900000144,S0
10297743000129,ZZ
10398523000191,ZZ
10416729000105,ZZ
10418582000184,ZZ
10459404000100,ZZ
10699764000170,ZZ
10794953000122,ZZ
10859373000176,ZZ
11344716000122,ZZ
11619992000156,ZZ
11957288000103,ZZ
11991597000108,ZZ
12075383000146,ZZ
12365675000113,ZZ
12798343000122,ZZ
13035339000175,ZZ
13166643000151,ZZ
13347016000117,S0
13530988000142,ZZ
13552149000125,S0
13597440000110,ZZ
13605085000183,ZZ
13961760000107,ZZ
15121321000111,ZZ
15121321000200,ZZ
15484809000103,ZZ
15553348000183,ZZ
16500158000160,ZZ
16804609000153,ZZ
16837519000169,ZZ
16933193000173,ZZ
17304554000185,ZZ
17895646000187,S0
18160979000120,ZZ
18630816000164,ZZ
18865397000140,ZZ
20262956000179,ZZ
20460436000170,ZZ
20616206000158,ZZ
20717154000106,ZZ
21280584000176,ZZ
21338625000138,ZZ
21918040000197,ZZ
22168141000150,S0
22270203000130,ZZ
22309048000119,ZZ
22332716000129,ZZ
22348790000133,ZZ
22667148000117,ZZ
22669413000104,S0
22693532000194,ZZ
23005526000160,ZZ
23129279000294,ZZ
23383503000199,ZZ
23518922000190,ZZ
23744607000181,ZZ
23871225000119,S0
24102269000147,ZZ
24232673000135,ZZ
24623540000190,ZZ
24719300000193,ZZ
24765020000111,ZZ
26782058000209,ZZ
26832936000172,ZZ
26919211000116,ZZ
27063726000120,S0
27252147000125,S0
27390160000140,S0
27404207000188,ZZ
27426189000135,S0
27458879000176,ZZ
27551696000109,ZZ
27578434000120,S0
28133312000192,ZZ
28133619000193,S0
28156297000106,S0
28268233000784,ZZ
28299149000132,ZZ
28630316000186,ZZ
28922809000190,ZZ
29142427000106,ZZ
29381291000197,ZZ
29396972000129,ZZ
29460438000134,ZZ
29511607000118,ZZ
29856442000116,ZZ
29974567000140,ZZ
29990153000105,ZZ
30421316000118,ZZ
30479921000140,ZZ
30495041000167,ZZ
31287667000140,S0
31304315000156,ZZ
31429189000166,ZZ
31728052000102,ZZ
31801194000158,ZZ
31815525000109,ZZ
32213442000102,ZZ
32433763000112,ZZ
33254047000130,ZZ
33402939000131,S0
33456992000115,ZZ
33583592002890,S0
33901314000114,ZZ
34058084000136,ZZ
34126211000197,ZZ
34267710000102,ZZ
35397880000166,ZZ
35850052000131,ZZ
35870218000181,ZZ
35928906000155,S0
35977115000115,ZZ
35979901000151,ZZ
36089767000186,ZZ
36301818000191,ZZ
36340131000165,ZZ
37879552000121,ZZ
39131032000161,ZZ
39299565000157,ZZ
39816459000101,S0
39839129000123,ZZ
40175705000164,S0
40756062000142,ZZ
40968024000153,ZZ
41635682000196,ZZ
41949865000186,ZZ
42345144000120,ZZ
42888970000115,ZZ
43732640000107,ZZ
44622721000109,ZZ
44799537000139,ZZ
44962786000101,ZZ
45697138000120,ZZ
46249778000130,ZZ
47940486000101,ZZ
48666783000173,ZZ
48797996000134,ZZ
49324221000104,ZZ
50181159000128,ZZ
50416201000142,ZZ
50537022000163,ZZ
52133485000195,ZZ
52704921000139,ZZ
53725560000170,S0
54272087000185,ZZ
59456277000176,ZZ
61486650000183,ZZ
70947213000291,ZZ
80680093000181,ZZ
92306257000780,ZZ
96513486000807,ZZ
00233883000180,S0
01380327000107,ZZ
01440590000136,S0
03787085000198,ZZ
04150312000132,ZZ
05011767000130,ZZ
05805349000114,ZZ
14878564000136,ZZ
42653130000173,ZZ
60860087002495,S0
35308475000124,S0
10769033000154,S0
04740876000125,S0
03603739001824,S0
04238160000396,S0
23706582000121,S0
14878564000136,ZZ
35820448001965,S0
25316409000142,ZZ
08314044000106,S0
05011767000130,ZZ
00910509000414,S0
05724370000195,S0
25162717000160,ZZ
44914418000180,ZZ
37078111000120,ZZ
38395651000109,ZZ
04120966004887,S0
36029444000105,ZZ
00893599000210,ZZ
03577883000195,ZZ
51836683000152,S0
23621513000115,S0
00625711000151,S0
16707848000357,ZZ
10770653000103,ZZ
50176267000102,S0
59478878000180,ZZ
01640262000183,S0
09495644000172,ZZ
07006287000106,ZZ
28141190000690,S0
02558157000324,S0
02558157015941,S0
05854771000160,S0
35295238000176,ZZ
07907765000159,ZZ
22650179000165,ZZ
62958491000135,S0
80265135000118,S0
61562112000120,ZZ
12042826000283,S0
36113876000191,ZZ
02905110002252,S0
43455320000149,ZZ
48338080000116,ZZ
34439890000154,ZZ
36588094000109,ZZ
47772392000170,ZZ
27558675000107,S0
01469689000160,ZZ
04238160000124,S0
32085038000109,S0
28287705000150,ZZ
40926635000139,ZZ
69275337000108,S0
59302958000180,ZZ
53984661000165,S0
29505367000149,S0
59846858000114,ZZ
51195498000126,ZZ
24729140000163,ZZ
53325950000152,ZZ
60060276000197,S0
57972629000110,ZZ
54252126000182,S0
43980828000166,ZZ
40512673000145,ZZ
51711814000175,S0
40635875000184,S0
55661790000148,ZZ
58972165000105,S0
52981302000191,ZZ
27214680000100,S0
38510020000185,S0
51574327000108,S0
27569607000143,S0
52381257000134,S0
34989122000174,ZZ
37297126000180,ZZ
59846858000114,ZZ
40923439000100,ZZ
36284126000182,zz
